COMPANY                              ,COUNTRY_ISO2,LOCATION,TURNOVER,LISTED,TICKER,STOCK_MARKET,BUSINESS_DOMAIN,ENERGY_DOMAIN,SUPPLY_CHAIN_SEGMENT,WEBSITE,INFO,CONTACT
"LIVEN, SAU (PAULIG SPAIN)",ES,Sant Cugat del Vallès (Barcelona),50-100 M €,,,,,,,https://BLANK,"Liven became part of Paulig group (www.pauliggroup.com ) on January 2022, being now Paulig Spain. We produce a wide range of snacks and Tex-Mex products for private and branded labels in the consumer market with a strong R&D focus and developing tailor made products for our customers. We export our products to more than 75 countries.",
"MANOMETRIA E INSTRUMENTACION, SL",ES,Gelida (Barcelona),2-5M €,,,,,,,https://BLANK,"We specialize in manufacturing pressure gauges, thermometers, flow meters, and level meters, along with both analog and digital sensors tailored for the petrochemical, pharmaceutical, and food industries. Our products are designed for OEM industry applications, ensuring high-quality and reliable performance tailored to the specific needs of our clients.",
"MCV, SA",ES,Collbató (Barcelona),2-5M €,,,,,,,https://BLANK,"MCV has 40 years experience in Environmental related equipments design and manufacturing. Focusing on Air Quality Monitoring and Meteorology, we provide customized solutions such as new equipment design, data-acquisition systems, software and civil works.",
"MEM ROCHE, SL",ES,Badalona (Barcelona),5-10 M €,,,,,,,https://BLANK,"We are one of the leading companies in the sector, as evidenced by the trust that our national and international clients place in us every day for the advice and development of their projects. At MEM Roche, the continuous training of our staff makes it easier for us to adapt to the demands of a constantly evolving market. We are specialists in the design and assembly of Low Voltage electrical panels.",
MENZOLIT,ES,Granollers (Barcelona),10-50 M €,,,,,,,https://BLANK,"For 75 years, Menzolit has been providing solutions for SMC and BMC products designed for a variety of applications and markets including: automotive, commercial vehicles, construction, electrical, energy, industrial, mass transport and sanitary.",
"MESSER IBERICA DE GASES, SAU",ES,Vila-seca (Tarragona),,,,,,,,https://BLANK,"Messer Ibérica was founded in 1970 in the chemical complex of Tarragona where it has air gas production plants and supplies large customers through its own gas pipeline network. The company has gas packaging plants in Tarragona, Alicante and Navarra. It offers a broad portfolio of industrial, medical and specialty gases for customers in multiple sectors, primarily the chemical, pharmaceutical, food, environmental, metallurgy, metalworking and automotive industries and healthcare sector.",
"METALGRUP, SA",ES,Sant Feliu de Llobregat (Barcelona),10-50 M €,,,,,,,https://BLANK,"Metalgrup manufactures brass stamping fittings and other products. Its complete services include manufacturing bars and ingots in the foundry, cutting bars, stamping, machining and packaging services in the factory, and marketing to third parties.",
"MIGUEL FARRÉS ROJAS, SA",ES,Igualada (Barcelona),2-5M €,,,,,,,https://BLANK,"SPLENDA is a family-owned company, producing vegetable tanned leather, combining craftsmanship with advanced technologies. Splenda's process is based on the use of tannins extracted from the bark of trees, the highest quality standards, environmental responsibility and a patented process resulting from decades of experience.",
"MOBILTAC, SA",ES,Vilafant (Girona),,,,,,,,https://BLANK,"Mobiltac designs and manufactures metal shelves for archives, companies and commercial premises.",
"NEMARK BOTON, SL",ES,Montcada i Reixac (Barcelona),,,,,,,,https://BLANK,"At NEMARK they design, manufacture, and sell their exclusive collections of BUTTONS and ACCESSORIES for men?s, women?s, and children?s fashion, providing GLOBAL and ALL-ROUND service to their customers and standing out for the highly innovative quality of their designs, which include up-to-date elements according to the latest MARKET trends.",
NEULES ARTESANES SANT TIRS SL,ES,Puig-reig (Barcelona),2-5M €,,,,,,,https://BLANK,"Neules Artesanes Sant Tirs, SL is a family-owned company dedicated to crafting high-quality artisanal wafers. Combining tradition and modernity, they offer a range of products, including Vanos, Cubanos, and Crok's, some dipped in white or dark chocolate, ideal as sweet snacks or accompaniments to coffee. With nearly 40 years of experience, the company strives to provide unforgettable sweet experiences.",
"NICHE BEAUTY LAB, SL",ES,Canet de Mar (Barcelona),,,,,,,,https://BLANK,"Niche Beauty Lab spearheads beauty transformation. Our mission: democratize skincare with premium yet affordable products. Embracing an innovative ""From our Lab to You"" approach, we formulate with cutting-edge ingredients, a commitment evident in our groundbreaking solutions. Niche Beauty Lab isn't just redefining beauty; it's a pledge to reshape the rules. Follow us as we revolutionize the beauty landscape!",
"NORCAN HISPANICA, SA",ES,Cardedeu (Barcelona),0-2 M €,,,,,,,https://BLANK,"Designer and manufacturer of conveyor belts, aluminum structures, complete lines and the range of AMR Sherpa robots. Improve logistics, production processes, intralogistics, e-commerce, etc.",
"NOVA CORBYN, SA",ES,Parets del Vallès (Barcelona),2-5M €,,,,,,,https://BLANK,"Engineering and product eco-design R+D+i in sustainable plastic compounds. Production of products mainly in plastic. Finishes, handling and conditioning in a clean room",
"NOVASOL SPRAY, SA",ES,Llorenç del Penedès (Tarragona),10-50 M €,,,,,,,https://BLANK,"In Novasol Spray create, we create, manufacture, and commercialize all kinds of spray paints under the PINTYPLUS brand with the aim of efficiently meeting the needs of consumers. We want to become the reference in the spray paint sector not necessarily because of the volume but for the quality and the service given, at a fair price.",
"ONYRIQ LABS, SL",ES,Cerdanyola del Vallès (Barcelona),0-2 M €,,,,,,,https://BLANK,"We bring innovations of polymer materials to the market providing R&D services and proprietary technology transfer to our clients. We analyze the challenges, capabilities and current situation of each client to provide the most appropriate solution: search for materials, synthesis or modification for new functionalities or adaptation of sustainable processes. We are experts in synthesis and circular economy of polymers and biopolymers, recycling, nano/microencapsulation and functional surfaces.",
"PANGEA AEROSPACE, SL",ES,Barcelona (Barcelona),,,,,,,,https://BLANK,"At Pangea Aerospace we develop the technologies for the next generation of space vehicles. We design, manufacture, and produce space propulsion products with 3 main characteristics: high performance, reusability, and low cost.",
"PIMEC, SL",ES,Centelles (Barcelona),0-2 M €,,,,,,,https://BLANK,"Pimecsa is a company that, since 1984, is dedicated to the design, manufacture and commercialization of Industrial Agitators and Mixers.",
"PLAZIT IBERICA PLASTIC SOLUTIONS, SA",ES,Riudellots de la Selva (Girona),,,,,,,,https://BLANK,"Plazit Iberica is a leading provider of premium cast acrylic sheets. We recently acquired Gerundense de Plástico, a company with an extensive history in the acrylic industry. This acquisition enhances our commitment to delivering high-quality products tailored for diverse sectors such as maritime, aviation, construction, and security.",
"PREFABRICADOS PUJOL, SAU",ES,Mollerussa (Lleida),,,,,,,,https://BLANK,"Prefabricats Pujol is a family company with 17 production centres, warehouses and offices in Spain and the United Kingdom. The company produces cement and concrete products for use in construction.",
"QEV TECHNOLOGIES, SL",ES,Montmeló (Barcelona),10-50 M €,,,,,,,https://BLANK,Qev Technologies is an engineering company specializased in electromobility solutions.,
"QUALINOX, SA",ES,Manresa (Barcelona),,,,,,,,https://BLANK,"Qualinox, through its subsidiary Inoxtop, specialises in stainless steel, mild steel and aluminium metalwork. Laser cutting, punching, folding, industrialization, welding, treatment and final finishing touches, as well as assembling and pre assembling all kinds of components. Robotic TIG and MIG welding. Treatments (blasting) and chemicals (pickling, electropolishing?) chemical coating (chromated, nickeled?) and paint (powder and liquid paint?) ISO 9001:2015 and EN15085-CL2",
REDFLUID,ES,Terrassa (Barcelona),0-2 M €,,,,,,,https://BLANK,"At Redfluid, we specialize in the manufacturing of ball valves, needle valves, check valves, and fittings for piping and instrumentation, offering customization with exotic materials and special connections. Our commitment to European quality standards, alongside prompt delivery times, sets us apart. As dedicated valves and pipe fittings manufacturers, we prioritize client satisfaction, ensuring all deadlines and specific requirements are met without exception. Achieving certifications and maintaining a comp...",
"ROKA FURADADA, SL",ES,Barcelona (Barcelona),,,,,,,,https://www.rokafuradada.com,"Roka Furadada, established in Barcelona in 2019, is dedicated to decreasing the occurrence of skin cancer and other skin diseases related to UV radiation. They focus on the research, development, production, and sale of highly efficient active ingredients that have a minimal toxicological and environmental impact.",
"ROLLGUM CORP, SL",ES,Subirats (Barcelona),10-50 M €,,,,,,,https://BLANK,Manufacturers of EPDM rubber waterproofing membranes. Waterproofing system that guarantees watertightness reliability for more than 20 years. With self-adhesive EPDM rubber products.,
ROMPAL INGENIEROSSAU,ES,"Hospitalet de Llobregat, l' (Barcelona)",10-50 M €,,,,,,,https://BLANK,"Rompal is an Electronics Manufacturing Services (EMS) company. We are a technology partner for the customer who designs electronic circuits and outsources manufacturing to us, including supply chain, assembly of SMD and THT components, inspection and validation, forming and assembly of mechanical elements.",
"ROS 1, SA",ES,Artesa de Segre (Lleida),10-50 M €,,,,,,,https://BLANK,"Ros-1 is a family-owned company that manufactures, sells and distributes all kinds of wooden furniture.",
RUPP CHEESE ESPANA S.L.,ES,Santa Eulàlia de Ronçana (Barcelona),2-5M €,,,,,,,https://BLANK,"As part of the Rupp Group, Rupp Cheese España, S.L. specializes in producing customized cheese solutions for the food industry and food service sectors. Leveraging over a century of expertise, the company offers innovative cheese products tailored to diverse culinary applications, serving clients both locally and internationally",
SA ROBAMA,ES,Palafolls (Barcelona),10-50 M €,,,,,,,https://BLANK,"ROBAMA is an European manufacturer of dyes, optical brighteners and auxiliaries, principally for the paper, textile, leather and wood industries.",
"SACOPA, SAU",ES,Sant Jaume de Llierca (Girona),,,,,,,,https://BLANK,"SACOPA Medical is the thermoplastics division of SACOPA SAU specializing in a range of products, components and containers for the pharmaceutical, medical, veterinary, optical and lens industries.",
"SERRADORA BOIX, SL",ES,Puig-reig (Barcelona),10-50 M €,,,,,,,https://BLANK,"The main objective of Serradora Boix is maximized the value of timber from the local origin (Catalonia). We does it transform the wood in products for domestic and industrial uses. Our products are certified by PEFC, which guarantees that they are from nearly forests and under best standards of sustainability criteria.",
"SIGMADAF CLARIFIERS, SL",ES,Cornellà del Terri (Girona),5-10 M €,,,,,,,https://BLANK,"SIGMADAF is a waste water treatment specialits company with more than 30 years of experience in the field of the design and manufacturing of DAF (Dissolved Air Solution Systems), MBR and MBBR, equipment and whose infrastructure is based on providing modular, cost-effective and proven solutions.",
"SITEC PHARMABIO, SL",ES,Barcelona (Barcelona),,,,,,,,https://BLANK,"SITEC pharmabio focuses on new micronized products development for the pharmaceutical and nutraceutical sectors, based on proprietary CO2-cryospraying technology producing lipid-composite microspheres. SITEC offers integrated expertise in early-stage pharmaceutical R&D including formulation development and drug delivery.",
"SOLIDEO ECO SYSTEMS, SL",ES,Sant Cugat del Vallès (Barcelona),,,,,,,,https://BLANK,"Solideo is an Engineering and Consulting company in solar energy and energy efficiency. They are specialized in photovoltaic solar energy for self-consumption in companies, individuals and communities of owners, with a human team with extensive experience in construction, installation, promotion, operation and maintenance of solar power generation projects.",
"STARK FUTURE, SL",ES,Sant Boi de Llobregat (Barcelona),10-50 M €,,,,,,,https://BLANK,"Stark Future S.L. specializes in the design, development, and manufacturing of advanced electric motorcycles. Their flagship model, the Stark VARG, is recognized as the world's fastest electric motocross bike, offering a combination of power, silence, and lightweight design",
"SUC DE J ESTANY, SL",ES,Manresa (Barcelona),5-10 M €,,,,,,,https://BLANK,"SUC DE J. ESTANY S.L. is a family business engaged in the manufacture of mattresses, box springs, upholstered bases, upholstered beds and all kind of items related to the rest of people. The origins of the manufacturing of mattresses started in 1935. In 1962, the original brand ASTRAL was transferred to Mr. José Estany Guix and he was licensed to use it in Catalonia and Balearic Islands.",
"SUHEC, SL",ES,Sant Feliu de Llobregat (Barcelona),2-5M €,,,,,,,https://BLANK,"Full service for general industry and machining. Design, manufacture, sharpening and distribution of cutting tools. Distribution of mechanical and pneumatic components. We represent some of the best brands in the market, manufacturers of carbide cutting tools, HSS tools, threading / grooving / deburring tools, precision carbide or diamond tools",
SUIMCO MATERIALES SL,ES,Massanes (Girona),2-5M €,,,,,,,https://BLANK,"Established in 2012, SUIMCO MATERIALES, SL specializes in designing, manufacturing, and marketing stainless steel drainage solutions for both exterior and interior applications. The company serves the construction industry, with a particular focus on the agri-food sector, providing both standard and customized products to meet diverse project requirements.",
"SUNHERO SPAIN, SLU",ES,Barcelona (Barcelona),,,,,,,,https://BLANK,"Sunhero is a German company with its regional headquarters in Barcelona, dedicated to serving the entire Spanish market. Specializing in solar energy solutions for residential, commercial, and industrial buildings, we provide comprehensive services including design, installation, permits, legalization, maintenance, and subsidies management. Our commitment to sustainable energy ensures that we deliver top-notch solar solutions tailored to our clients' needs, enhancing energy efficiency and reducing carbon footprints. Choose Sunhero for a reliable partner in transitioning to clean, renewable energy.",
"TALLERES MECANICOS IME, SL",ES,Badalona (Barcelona),2-5M €,,,,,,,https://BLANK,"It is a reference company in the manufacture of high-precision machined parts for third parties; it has a strong presence on the international market, as well as working every day to supply more sectors.",
"TECNOVELERO, SL",ES,Tarragona (Tarragona),,,,,,,,https://BLANK,"TECNOVELERO is a 'Techno-Industrial' startup, focused on R&D activities and technological - industrial developments, which is currently immersed in the evolution of the new sustainable mobility of the future. We offer projects with high added value on the field of hydrogen automotive, with proven experience, focused on sustainable, safe, connected and efficient mobility developments. Virante H2 vehicle with swappable tanks, H2SW (H2 Swap), without the implementation of expensive infrastructures.",
"TREBOL SOLUCIONES ENERGÉTICAS, SL",ES,Sant Joan Despí (Barcelona),10-50 M €,,,,,,,https://BLANK,"GRUPO TRÉBOL ENERGÍA was founded with the mission of providing comprehensive consulting services to both energy consumers and energy businesses, specializing in large consumers and electricity and gas suppliers and offering them the best solutions to optimize their energy strategy and helping them become more competitive.",
"UNIPHARMA, SA",ES,"Papiol, el (Barcelona)",5-10 M €,,,,,,,https://BLANK,"UniPharma, S.A. develops, produces and sells dermopharmacy and dermocosmetic products, as well as pharmaceutical specialties for skin diseases (scabies). All its products are oriented towards skin care, particularly for dermatology, paediatrics, chiropody, allergology, geriatrics, oncology and gynaecology.",
"VECTOR ENERGY GLOBAL, SL",ES,Santa Perpètua de Mogoda (Barcelona),10-50 M €,,,,,,,https://BLANK,"Vector Energy is a leading automation, industrial control, renewable energy and energy efficiency company with more than 20 years of experience. Vector Energy markets its solutions in more than 50 countries and is a partner in Europe of leading international brands in its industrial field, such as LS Electric",
"ÉSECÈ GROUP, INDUSTRIAL SOLUTIONS",ES,Montcada i Reixac (Barcelona),0-2 M €,,,,,,,https://BLANK,"Specialists in the generation of industrial heating and cooling. Sales, maintenance and inspections of industrial boilers (steam, thermal oil, hot-superheated water and electric) and air conditioning and refrigeration equipment: cold rooms, chillers, A.C. [Air Conditioning] and ACS [sanitary hot water] for the TEXTILE, CHEMICAL-PHARMACEUTICAL, FOOD AND HOTEL industries. Member of GUILERING GUILD and Catalan Technical Institute of Welding. Certified company: RASIC, RITE, RSIF, REP +ITC. CE mark.",
"ADIQUIMICA, SA",ES,Barcelona (Barcelona),,,,,,,,https://BLANK,"Water treatments, Legionella prevention, equipment and technical advice",
"BIOGRÃœNDL, SL",ES,GavÃ  (Barcelona),0-2 M €,,,,,,,https://BLANK,R+D+i in active and auxiliary substances for Dermatology and Cosmetology,
"ADRTRANS, SL",ES,Santa PerpÃ¨tua de Mogoda (Barcelona),,,,,,,,https://BLANK,Industrial transport specialising in dangerous goods,
"AGRUPACION COMERCIAL MECANICA, SL",ES,PolinyÃ  (Barcelona),2-5M €,,,,,,,https://BLANK,Agrucome is a group of companies with extensive experience in the rail sector and manufacturing parts and machinery for trains. TROMBER manufactures and markets electric vehicles for urban cleaning and last mile distribution,
"ALBET I NOYA, SL",ES,Subirats (Barcelona),,,,,,,,https://BLANK,Wine producer. Provides wine-tourism experiences at its winery and vineyards,
"ALIER, SA",ES,Barcelona (Barcelona),,,,,,,,https://BLANK,Manufacture and sale of recycled paper and related products,
"ALIMATIC, SL",ES,Sant Boi de Llobregat (Barcelona),,,,,,,,https://BLANK,Design and manufacture of equipment and machinery for production and transformation of plastic materials,
"ALUTECMAN 2005, SL",ES,Llagostera (Girona),0-2 M €,,,,,,,https://BLANK,Official distributor of Bosch Rexroth Assemblage Technology Division and EMERSON pneumatics. Design and assembly services,
"ARETEX, SAU",ES,Arenys de Mar (Barcelona),,,,,,,,https://BLANK,Design and manufacture of baby & childrenswear under brand CÃ³ndor,
"ASCABLE RECAEL, SA",ES,"Franqueses del VallÃ¨s, les (Barcelona)",50-100 M €,,,,,,,https://BLANK,Manufacturing low-voltage electric cables and special cables,
B'SMART,ES,Barcelona (Barcelona),,,,,,,,https://BLANK,Digitization of transport fleets with intelligent fleet management,
"BANDALUX INDUSTRIAL, SA",ES,Granollers (Barcelona),,,,,,,,https://BLANK,"Design, manufacture, and marketing of curtains, blinds and decorative technical solutions",
"BARNASTOCK, SL",ES,PolinyÃ  (Barcelona),,,,,,,,https://BLANK,Storage and management of chemical products. Seveso Warehouse. Customs warehouse,
"BCN VISION, SL",ES,Mollet del VallÃ¨s (Barcelona),10-50 M €,,,,,,,https://BLANK,"Design, installation, and maintenance of industrial artificial vision systems",
"BEUMER GROUP TECHNOLOGY IBERIA, SL",ES,"Hospitalet de Llobregat, l' (Barcelona)",,,,,,,,https://BLANK,"Intralogistic solutions for conveying, loading, palletising, packaging, sortation and baggage handling",
"BIC GRAPHIC EUROPE, SA",ES,Tarragona (Tarragona),,,,,,,,https://BLANK,"Manufacture and marketing of communication tools, writing items, and consumer goods",
"BIC-IBERIA, SAU",ES,Tarragona (Tarragona),,,,,,,,https://BLANK,Manufacture and distribution of hair removal and shaving tools,
"BOBINATS I TORCATS MONSECH, SL",ES,MoiÃ  (Barcelona),,,,,,,,https://BLANK,"Design, manufacture, handling and retail of yarns for fashion and interior design markets",
"BOBO CHOSES, SL",ES,MatarÃ³ (Barcelona),,,,,,,,https://BLANK,"Design, dressmaking, and worldwide distribution of garments and accessories for children and women",
"BODEGAS BELLOD, SL",ES,Sant Joan DespÃ­ (Barcelona),2-5M €,,,,,,,https://BLANK,Production and distribution of wines and distilled beverages,
"BODEGAS CONCAVINS, SA",ES,BarberÃ  de la Conca (Tarragona),2-5M €,,,,,,,https://BLANK,"Winery with wine and cava production, wine-tourism experiences",
CAPTRAIN,ES,Barcelona (Barcelona),,,,,,,,https://BLANK,"Railway company providing traction services for trains, freight, and passenger transport",
"CARTONAJES FONT, SA (FONT PACKAGING GROUP)",ES,Torrelavit (Barcelona),50-100 M €,,,,,,,https://BLANK,Manufacture of corrugated cardboard and packaging since 1952,
"CASAS RECUPERACIO DE PALETS, SA",ES,Brunyola (Girona),,,,,,,,https://BLANK,"Manufacture and repair of pallets, packaging services, recycled wood products",
"CATALANA DE GELS, SL",ES,Ripollet (Barcelona),2-5M €,,,,,,,https://BLANK,Production of ice cubes and crushed ice,
"CATUAV, SL",ES,MoiÃ  (Barcelona),,,,,,,,https://BLANK,Civil drone company providing full UAS project services since 2000,
"CAVAS J. HILL, SL",ES,Avinyonet del PenedÃ¨s (Barcelona),,,,,,,,https://BLANK,Winery producing wines and cavas since the 17th century,
"CAYFI, SL",ES,Sentmenat (Barcelona),,,,,,,,https://BLANK,Manufacturer and wholesaler of extrusion dies and gauges with more than 6000 projects tailored to customers' needs,
"CELLER JOSEP PIÃ‘OL, SA",ES,Batea (Tarragona),,,,,,,,https://BLANK,Family-owned grape-grower and producer of wines,
"CELLERS MARIOL, SL",ES,Batea (Tarragona),,,,,,,,https://BLANK,"Family-owned winery producing wines, cavas, and vermouth",
"CELLOGRAFICA GEROSA, SA",ES,OlÃ¨rdola (Barcelona),,,,,,,,https://BLANK,"Manufacturer and supplier of packaging solutions for food and non-food products, plus printing services",
"CELULOSA INDUSTRIAL DEL ALTO TER, SA",ES,Camprodon (Girona),,,,,,,,https://BLANK,Manufacturer of pulp-moulded packaging products from recycled paper pulp,
"CINTERIA HISPANO ITALO AMERICANA, SA",ES,Sallent (Barcelona),2-5M €,,,,,,,https://BLANK,Manufactures reinforcing tapes and label material for textile industry; thermoplastic adhesives,
"CINTERIA INDUSTRIAL, SA",ES,Terrassa (Barcelona),,,,,,,,https://BLANK,"Manufactures and sells mooring systems, slings, and polyester straps",
"CODORNIU, SA",ES,Sant SadurnÃ­ d'Anoia (Barcelona),,,,,,,,https://BLANK,Family business producing wines and cavas with wine-tourism experiences,
"COMERCIAL E INDUSTRIAL ARIES, SA",ES,Olesa de Bonesvalls (Barcelona),,,,,,,,https://BLANK,Manufactures and sells calcium oxide and hydroxide products,
COVIDES S.C.C.L.,ES,Vilafranca del PenedÃ¨s (Barcelona),,,,,,,,https://BLANK,Family winery producing wines and cavas with modern facilities,
"CREACIONES FORCADA, SL",ES,"Garriga, la (Barcelona)",,,,,,,,https://BLANK,"Designs, manufactures, and markets baby products under the Ti-tin brand",
"DESTILERIAS CAMPENY, SA",ES,"Masnou, el (Barcelona)",,,,,,,,https://BLANK,Liqueur producer managing the full production process,
"DEX IBERICA, SA",ES,Vila-seca (Tarragona),,,,,,,,https://BLANK,Manufactures and sells animal feeds and medicines for farming industry,
"DHL EXPRESS SPAIN, SLU",ES,Barcelona (Barcelona),,,,,,,,https://BLANK,International courier and logistics company,
"DINALAGER, SL",ES,Terrassa (Barcelona),2-5M €,,,,,,,https://BLANK,Manufacturer of products and solutions for industrial internal logistics,
"DISEÃ‘O Y TEXTURA, SA",ES,Terrassa (Barcelona),,,,,,,,https://BLANK,Textile company producing women's fashion under Anna Mora and Brunella brands,
"DIVISION INDUSTRIAL ARTISTERIL, SA",ES,Sabadell (Barcelona),,,,,,,,https://BLANK,Specialist in robotics transport systems and industrial automation,
DS SMITH IBERIA,ES,Sant Pere de Riudebitlles (Barcelona),10-50 M €,,,,,,,https://BLANK,Global packaging company producing custom corrugated paper products,
"DUMATEX ORDITS, SL",ES,Sant VicenÃ§ de Castellet (Barcelona),,,,,,,,https://BLANK,"Manufacture, processing, and wrapping of synthetic fibres",
"DUMON, SL",ES,Mollet del VallÃ¨s (Barcelona),,,,,,,,https://BLANK,Specialist in screen and digital printing for various formats,
"EFACEC EQUIPOS ELÃ‰CTRICOS, SL",ES,Santa BÃ rbara (Tarragona),,,,,,,,https://BLANK,Manufacturer of fast charging infrastructures for electric vehicles,
"ELAUSA ELECTRONICA I AUTOMATISMES, SL",ES,Vic (Barcelona),,,,,,,,https://BLANK,Electronic manufacturing services and components for automotive industry,
"EMILIO MIRO, SALVAT, SA",ES,Reus (Tarragona),,,,,,,,https://BLANK,Winery producing vermouths and wines from grapes and other fruits,
"ETISILK, SA",ES,Sant Salvador de Guardiola (Barcelona),2-5M €,,,,,,,https://BLANK,Manufacturer of polyester woven labels and innovative fabrics for outdoor and work clothing,
"EUROHUECO, SA",ES,Castellbisbal (Barcelona),,,,,,,,https://BLANK,"Provides prepress, printing, binding, and distribution solutions",
"FASHION CHARO RUIZ, SL",ES,Badalona (Barcelona),,,,,,,,https://BLANK,"Fashion company engaged in design, dressmaking and sale of women's apparel",
"FINSA, JOB | GROUP",ES,Terrassa (Barcelona),,,,,,,,https://BLANK,"Design, weaving, manufacture and sale of filter media and technical textiles with R&D facilities",
"GAYNER, SA",ES,PolinyÃ  (Barcelona),10-50 M €,,,,,,,https://BLANK,"Manufacturer of wheels, industrial castors and handling equipment, exporting globally",
"GIRO RIBOT, SL",ES,"Granada, la (Barcelona)",2-5M €,,,,,,,https://BLANK,Family winery producing wines and cavas with winery visits,
"GOTEX, SA",ES,Sabadell (Barcelona),,,,,,,,https://BLANK,Designer and manufacturer of high-tech textile products for industry,
"GRAFIQUES LAMOLLA, SL",ES,Igualada (Barcelona),,,,,,,,https://BLANK,"Graphic arts company providing packaging design, printing, and delivery services",
"HACH LANGE SPAIN, SL",ES,"Hospitalet de Llobregat, l' (Barcelona)",,,,,,,,https://BLANK,"R&D, manufacture, logistics, and sale of measuring and controlling devices",
HYNTS ANALYTICS,ES,Barcelona (Barcelona),0-2 M €,,,,,,,https://BLANK,"AI-based software for education, predicting student dropout and exam results",
"ILERAFITEX, SL",ES,Sidamon (Lleida),,,,,,,,https://BLANK,Manufactures and sells big bags in coated and uncoated woven fabrics,
"INDRA SISTEMAS, SA",ES,Barcelona (Barcelona),,,,,,,,https://BLANK,Global technology and consulting company providing proprietary solutions for transport and defence,
"INDUSTRIA COSMO PLASTICA, SA",ES,Vacarisses (Barcelona),,,,,,,,https://BLANK,Manufacturer of customized films and plastic bags since 1960,
"INDUSTRIAS PONSA, SA",ES,Manresa (Barcelona),10-50 M €,,,,,,,https://BLANK,"Manufacturer of technical textile webbings for lifting, lashing, PPE, and industrial applications",
"INDUSTRIAS VALLS 1, SA",ES,Igualada (Barcelona),,,,,,,,https://BLANK,"Designs, manufactures and sells socks and related products for all ages",
"JANSA METAL, SA",ES,"Roca del VallÃ¨s, la (Barcelona)",,,,,,,,https://BLANK,Design and manufacturing of metal structures with corrosion and fire protection solutions,
"JDJ, SL SERIGRAFOS",ES,Ripollet (Barcelona),,,,,,,,https://BLANK,"Commercial printing company with R&D, preprinting, and production departments",
KIVNON,ES,BarberÃ  del VallÃ¨s (Barcelona),,,,,,,,https://BLANK,"Design, production, and distribution of automatic guided vehicles (AGVs)",
"KOET COMPANYIA D'ETIQUETES DE VALLS, SL",ES,Renau (Tarragona),,,,,,,,https://BLANK,"Manufacturer and distributor of customized and standard labels, software, and printers",
"LINDE MATERIAL HANDLING IBERICA, SA",ES,PallejÃ  (Barcelona),,,,,,,,https://BLANK,Production and supply of industrial gases,
"LOREFAR, SL",ES,Castellbisbal (Barcelona),,,,,,,,https://BLANK,"Designer, manufacturer, and distributor of lamps and lighting products under Faro brand",
"LURDES BERGADA, SL",ES,Granollers (Barcelona),,,,,,,,https://BLANK,"Design, manufacture, and sale of fashion garments in natural fibres",
"MACCION LEAN SOLUTIONS, SL",ES,Sant Salvador de Guardiola (Barcelona),0-2 M €,,,,,,,https://BLANK,Development and integration of smart IoT solutions for logistics and production,
"MALLTEX, SA",ES,Terrassa (Barcelona),,,,,,,,https://BLANK,Manufactures and sells knitted and crocheted apparel and related products,
"MANUFACTURAS BORA BORA DE CONFECCION, SA",ES,Montcada i Reixac (Barcelona),,,,,,,,https://BLANK,Designer and manufacturer of swimwear fashion collections,
"MANUFACTURAS CLIMA, SAU",ES,Barcelona (Barcelona),5-10 M €,,,,,,,https://BLANK,Designer and manufacturer of umbrellas and textile accessories since 1919,
MULTISAC SL,ES,Barcelona (Barcelona),2-5M €,,,,,,,https://BLANK,"Specializes in Big Bags, small bags, and burlap sacks with customization and express delivery",
"MYFHE, SA",ES,MontmelÃ³ (Barcelona),,,,,,,,https://BLANK,"Designer, manufacturer and wholesaler of Pinzbohr boring systems",
"NATURANA IBERICA, SA",ES,Molins de Rei (Barcelona),,,,,,,,https://BLANK,"Manufacturer, distributor, and seller of women's lingerie, swimwear, and men's underwear",
"NOUS PARQUINGS URBANS, SL",ES,Barcelona (Barcelona),,,,,,,,https://BLANK,Technology to manage closed parking from mobile/computer to maximize occupancy,
"NOVA EUROFIBRA, SL",ES,Caldes de Malavella (Girona),,,,,,,,https://BLANK,Manufacturer of vulcanized fibre sheets and some plastic articles,
"NOVIEURO, SL",ES,"Hospitalet de Llobregat, l' (Barcelona)",,,,,,,,https://BLANK,"Design, manufacture, and distribution of bridal wear, cocktail dresses, and accessories",
OPTIMIZE POC SOLUTIONS,ES,Barcelona (Barcelona),,,,,,,,https://BLANK,Specialized in Push to talk over Cellular telecommunications technology for operational improvements,
"OUT STOCK, SL",ES,Montcada i Reixac (Barcelona),,,,,,,,https://BLANK,"Designs, manufactures and sells belts, garment accessories and textile products",
"PAACK LOGISTICS, SL",ES,Barcelona (Barcelona),,,,,,,,https://BLANK,Transport company focused on quality and fast delivery for businesses,
"PAL ROBOTICS, SL",ES,Barcelona (Barcelona),2-5M €,,,,,,,https://BLANK,Design and manufacture of service robots and automation solutions,
"PELI PRODUCTS, SLU",ES,Barcelona (Barcelona),50-100 M €,,,,,,,https://BLANK,"Design and manufacture of protective cases, packaging, lighting systems, and rugged gear",
PHOENIX TEEFACTORY,ES,Barcelona (Barcelona),2-5M €,,,,,,,https://BLANK,"Textile customization via screen printing, digital printing, and embroidery",
"PULLTEX, SL",ES,Sant Boi de Llobregat (Barcelona),,,,,,,,https://BLANK,Wholesale distributor of wine accessories,
"RECUBRIMIENTOS Y FIBRAS, SL",ES,Lleida (Lleida),10-50 M €,,,,,,,https://BLANK,Manufacturer of composites for railway sector components,
